Name,,Lab_L,Lab_a,Lab_b,ink1,ink2,ink3,ink4,%1,%2,%3,%4
PANTONE 417 C,,46,-1.8984375,5.7695312,PANTONE Yellow 1012,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 417 C,,46,-1.8984375,5.7695312,PANTONE Yellow 1013,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 418 C,,38,-2.0625,6.0273438,PANTONE Yellow 1014,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 418 C,,38,-2.0625,6.0273438,PANTONE Yellow 1015,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 419 C,,12,-1.828125,3.1679688,PANTONE Yellow 1016,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 419 C,,12,-1.828125,3.1679688,PANTONE Yellow 1017,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 420 C,,81,-0.2226562,-0.3515625,PANTONE Yellow 1018,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 420 C,,81,-0.2226562,-0.3515625,PANTONE Yellow 1019,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 421 C,,75,-0.3125,-0.7421875,PANTONE Yellow 1020,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 421 C,,75,-0.3125,-0.7421875,PANTONE Yellow 1021,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 422 C,,69,-0.3828125,-1.0429688,PANTONE Yellow 1022,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 422 C,,69,-0.3828125,-1.0429688,PANTONE Yellow 1023,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 423 C,,61,-0.4921875,-1.2929688,PANTONE Yellow 1024,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 423 C,,61,-0.4921875,-1.2929688,PANTONE Yellow 1025,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 424 C,,51,-0.6523438,-1.7109375,PANTONE Yellow 1026,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 424 C,,51,-0.6523438,-1.7109375,PANTONE Yellow 1027,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 425 C,,37,-0.828125,-1.8320312,PANTONE Yellow 1028,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 425 C,,37,-0.828125,-1.8320312,PANTONE Yellow 1029,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 426 C,,13,-0.6445312,-1.4414062,PANTONE Yellow 1030,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 426 C,,13,-0.6445312,-1.4414062,PANTONE Yellow 1031,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 427 C,,85,-0.5507812,-1.8125,PANTONE Yellow 1032,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 427 C,,85,-0.5507812,-1.8125,PANTONE Yellow 1033,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 428 C,,80,-0.859375,-2.5195312,PANTONE Yellow 1034,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 428 C,,80,-0.859375,-2.5195312,PANTONE Yellow 1035,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 429 C,,70,-1.3320312,-4.1835938,PANTONE Yellow 1036,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 429 C,,70,-1.3320312,-4.1835938,PANTONE Yellow 1037,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 430 C,,58,-1.7890625,-5.5742188,PANTONE Yellow 1038,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 430 C,,58,-1.7890625,-5.5742188,PANTONE Yellow 1039,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 431 C,,44,-2.3203125,-7.1640625,PANTONE Yellow 1040,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 431 C,,44,-2.3203125,-7.1640625,PANTONE Yellow 1041,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 432 C,,31,-2.484375,-7.6523438,PANTONE Yellow 1042,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 432 C,,31,-2.484375,-7.6523438,PANTONE Yellow 1043,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 433 C,,16,-2.0625,-6.2773438,PANTONE Yellow 1044,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 433 C,,16,-2.0625,-6.2773438,PANTONE Yellow 1045,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 434 C,,82,4.2304688,-0.7617188,PANTONE Yellow 1046,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 434 C,,82,4.2304688,-0.7617188,PANTONE Yellow 1047,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 435 C,,76,5.6757812,-0.9726562,PANTONE Yellow 1048,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 435 C,,76,5.6757812,-0.9726562,PANTONE Yellow 1049,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 436 C,,69,7.1484375,-1.1523438,PANTONE Yellow 1050,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 436 C,,69,7.1484375,-1.1523438,PANTONE Yellow 1051,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 437 C,,48,9.9882812,-0.3398438,PANTONE Yellow 1052,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 437 C,,48,9.9882812,-0.3398438,PANTONE Yellow 1053,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 438 C,,28,8.9492188,2.578125,PANTONE Yellow 1054,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 438 C,,28,8.9492188,2.578125,PANTONE Yellow 1055,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 439 C,,23,7.1835938,2.71875,PANTONE Yellow 1056,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 439 C,,23,7.1835938,2.71875,PANTONE Yellow 1057,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 440 C,,19,5.1679688,3.1875,PANTONE Yellow 1058,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 440 C,,19,5.1679688,3.1875,PANTONE Yellow 1059,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 441 C,,83,-2.203125,-1.6835938,PANTONE Yellow 1060,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 441 C,,83,-2.203125,-1.6835938,PANTONE Yellow 1061,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 442 C,,75,-2.8125,-2.5429688,PANTONE Yellow 1062,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 442 C,,75,-2.8125,-2.5429688,PANTONE Yellow 1063,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 443 C,,66,-3.28125,-3.3085938,PANTONE Yellow 1064,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 443 C,,66,-3.28125,-3.3085938,PANTONE Yellow 1065,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 444 C,,54,-3.3710938,-3.5546875,PANTONE Yellow 1066,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 444 C,,54,-3.3710938,-3.5546875,PANTONE Yellow 1067,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 445 C,,35,-2.2929688,-2.7617188,PANTONE Yellow 1068,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 445 C,,35,-2.2929688,-2.7617188,PANTONE Yellow 1069,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 446 C,,27,-2.2617188,-0.6015625,PANTONE Yellow 1070,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 446 C,,27,-2.2617188,-0.6015625,PANTONE Yellow 1071,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 447 C,,22,-1.7773438,1.6992188,PANTONE Yellow 1072,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 447 C,,22,-1.7773438,1.6992188,PANTONE Yellow 1073,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE Warm Gray 1 C,,87,0.7890625,1.578125,PANTONE Yellow 1074,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE Warm Gray 1 C,,87,0.7890625,1.578125,PANTONE Yellow 1075,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE Warm Gray 2 C,,85,1.0390625,2.1289062,PANTONE Yellow 1076,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE Warm Gray 2 C,,85,1.0390625,2.1289062,PANTONE Yellow 1077,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE Warm Gray 3 C,,79,1.640625,3.1796875,PANTONE Yellow 1078,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE Warm Gray 3 C,,79,1.640625,3.1796875,PANTONE Yellow 1079,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE Warm Gray 4 C,,74,2.1289062,3.8984375,PANTONE Yellow 1080,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE Warm Gray 4 C,,74,2.1289062,3.8984375,PANTONE Yellow 1081,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE Warm Gray 5 C,,70,2.46875,4.25,PANTONE Yellow 1082,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE Warm Gray 5 C,,70,2.46875,4.25,PANTONE Yellow 1083,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE Warm Gray 6 C,,66,2.6914062,4.5273438,PANTONE Yellow 1084,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE Warm Gray 6 C,,66,2.6914062,4.5273438,PANTONE Yellow 1085,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE Warm Gray 7 C,,62,3.0078125,5.0664062,PANTONE Yellow 1086,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE Warm Gray 7 C,,62,3.0078125,5.0664062,PANTONE Yellow 1087,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE Warm Gray 8 C,,56,3.2460938,5.6171875,PANTONE Yellow 1088,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE Warm Gray 8 C,,56,3.2460938,5.6171875,PANTONE Yellow 1089,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE Warm Gray 9 C,,53,3.4648438,6.0507812,PANTONE Yellow 1090,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE Warm Gray 9 C,,53,3.4648438,6.0507812,PANTONE Yellow 1091,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE Warm Gray 10 C,,47,3.7773438,6.46875,PANTONE Yellow 1092,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE Warm Gray 10 C,,47,3.7773438,6.46875,PANTONE Yellow 1093,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE Warm Gray 11 C,,40,4.1367188,6.9882812,PANTONE Yellow 1094,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE Warm Gray 11 C,,40,4.1367188,6.9882812,PANTONE Yellow 1095,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE Cool Gray 1 C,,89,0.1015625,-0.1914062,PANTONE Yellow 1096,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE Cool Gray 1 C,,89,0.1015625,-0.1914062,PANTONE Yellow 1097,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE Cool Gray 2 C,,85,0.078125,-0.5429688,PANTONE Yellow 1098,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE Cool Gray 2 C,,85,0.078125,-0.5429688,PANTONE Yellow 1099,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE Cool Gray 3 C,,81,0.0195312,-0.6796875,PANTONE Yellow 1100,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE Cool Gray 3 C,,81,0.0195312,-0.6796875,PANTONE Yellow 1101,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE Cool Gray 4 C,,76,0.0273438,-0.8320312,PANTONE Yellow 1102,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE Cool Gray 4 C,,76,0.0273438,-0.8320312,PANTONE Yellow 1103,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE Cool Gray 5 C,,72,-0.0195313,-1.1835938,PANTONE Yellow 1104,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE Cool Gray 5 C,,72,-0.0195313,-1.1835938,PANTONE Yellow 1105,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE Cool Gray 6 C,,72,-0.0117187,-1.4609375,PANTONE Yellow 1106,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE Cool Gray 6 C,,72,-0.0117187,-1.4609375,PANTONE Yellow 1107,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE Cool Gray 7 C,,66,-0.0117187,-1.6992188,PANTONE Yellow 1108,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE Cool Gray 7 C,,66,-0.0117187,-1.6992188,PANTONE Yellow 1109,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE Cool Gray 8 C,,61,-0.0117187,-1.9804688,PANTONE Yellow 1110,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE Cool Gray 8 C,,61,-0.0117187,-1.9804688,PANTONE Yellow 1111,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE Cool Gray 9 C,,55,0.015625,-2.3320312,PANTONE Yellow 1112,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE Cool Gray 9 C,,55,0.015625,-2.3320312,PANTONE Yellow 1113,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE Cool Gray 10 C,,47,0.0390625,-2.6523438,PANTONE Yellow 1114,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE Cool Gray 10 C,,47,0.0390625,-2.6523438,PANTONE Yellow 1115,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE Cool Gray 11 C,,42,0.1875,-3.0234375,PANTONE Yellow 1116,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE Cool Gray 11 C,,42,0.1875,-3.0234375,PANTONE Yellow 1117,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE Black 2 C,,21,1.2070312,13.1601562,PANTONE Yellow 1118,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE Black 2 C,,21,1.2070312,13.1601562,PANTONE Yellow 1119,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE Black 3 C,,18,-5.34375,4.2109375,PANTONE Yellow 1120,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE Black 3 C,,18,-5.34375,4.2109375,PANTONE Yellow 1121,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE Black 4 C,,20,6.1992188,11.7070312,PANTONE Yellow 1122,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE Black 4 C,,20,6.1992188,11.7070312,PANTONE Yellow 1123,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE Black 5 C,,21,10.7265625,2.4960938,PANTONE Yellow 1124,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE Black 5 C,,21,10.7265625,2.4960938,PANTONE Yellow 1125,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE Black 6 C,,9,-2.59375,-9.1796875,PANTONE Yellow 1126,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE Black 6 C,,9,-2.59375,-9.1796875,PANTONE Yellow 1127,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE Black 7 C,,24,1.2304688,3.171875,PANTONE Yellow 1128,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE Black 7 C,,24,1.2304688,3.171875,PANTONE Yellow 1129,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 448 C,,26,1.4179688,15.53125,PANTONE Yellow 1130,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 448 C,,26,1.4179688,15.53125,PANTONE Yellow 1131,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 449 C,,28,0.7265625,19.7148438,PANTONE Yellow 1132,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 449 C,,28,0.7265625,19.7148438,PANTONE Yellow 1133,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 450 C,,30,0.2460938,22.4882812,PANTONE Yellow 1134,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 450 C,,30,0.2460938,22.4882812,PANTONE Yellow 1135,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 451 C,,63,-2.671875,20.6796875,PANTONE Yellow 1136,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 451 C,,63,-2.671875,20.6796875,PANTONE Yellow 1137,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 452 C,,72,-2.7421875,16.71875,PANTONE Yellow 1138,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 452 C,,72,-2.7421875,16.71875,PANTONE Yellow 1139,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 453 C,,79,-2.4921875,12.9570312,PANTONE Yellow 1140,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 453 C,,79,-2.4921875,12.9570312,PANTONE Yellow 1141,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 454 C,,84,-1.921875,9.5390625,PANTONE Yellow 1142,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 454 C,,84,-1.921875,9.5390625,PANTONE Yellow 1143,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 4485 C,,31,5.5390625,30.875,PANTONE Yellow 1144,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 4485 C,,31,5.5390625,30.875,PANTONE Yellow 1145,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 4495 C,,47,3.25,39.328125,PANTONE Yellow 1146,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 4495 C,,47,3.25,39.328125,PANTONE Yellow 1147,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 4505 C,,57,1.3671875,37.2695312,PANTONE Yellow 1148,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 4505 C,,57,1.3671875,37.2695312,PANTONE Yellow 1149,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 4515 C,,68,-0.0507813,29.7851562,PANTONE Yellow 1150,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 4515 C,,68,-0.0507813,29.7851562,PANTONE Yellow 1151,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 4525 C,,75,-0.6992188,23.828125,PANTONE Yellow 1152,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 4525 C,,75,-0.6992188,23.828125,PANTONE Yellow 1153,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 4535 C,,81,-0.96875,18.2773438,PANTONE Yellow 1154,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 4535 C,,81,-0.96875,18.2773438,PANTONE Yellow 1155,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 4545 C,,86,-0.9609375,12.2773438,PANTONE Yellow 1156,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 4545 C,,86,-0.9609375,12.2773438,PANTONE Yellow 1157,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 455 C,,36,2.078125,36.6875,PANTONE Yellow 1158,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 455 C,,36,2.078125,36.6875,PANTONE Yellow 1159,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 456 C,,54,2.4179688,57.1328125,PANTONE Yellow 1160,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 456 C,,54,2.4179688,57.1328125,PANTONE Yellow 1161,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 457 C,,61,3.8867188,68.46875,PANTONE Yellow 1162,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 457 C,,61,3.8867188,68.46875,PANTONE Yellow 1163,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 458 C,,81,-3.0234375,50.4960938,PANTONE Yellow 1164,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 458 C,,81,-3.0234375,50.4960938,PANTONE Yellow 1165,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
